#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime 
EM|MTB13|48.373001|-114.454002|923.0|Whitefish, MT, USA|2008-08-22T21:34:43.0000|2008-09-18T18:23:55.0000
EM|MTB14|48.308998|-113.324997|1683.0|Marias Pass, MT, USA|2008-08-18T22:17:25.0000|2008-09-19T19:39:00.0000
EM|MTB15|48.313|-112.446999|1155.0|Valier, MT, USA|2008-08-17T22:59:57.0000|2008-09-29T21:23:40.0000
EM|MTB16|48.313|-111.544998|1071.1|Ledger, MT, USA|2008-08-17T01:25:32.0000|2008-09-14T23:27:57.0000
EM|MTB17|48.395|-110.773003|955.5|S Joplin Rd, MT, USA|2008-08-16T21:25:33.0000|2008-09-14T19:37:34.0000
EM|MTB18|48.444|-109.795998|916.8|Laredo, MT, USA|2009-08-30T01:29:23.0000|2009-09-15T22:43:45.0000
EM|MTB19|48.428001|-108.903999|805.6|Harlem, MT, USA|2009-08-29T21:52:37.0000|2009-09-14T23:53:29.0000
EM|MTB20|48.277|-107.973|698.1|Malta, MT, USA|2009-09-01T01:05:57.0000|2009-09-15T18:06:36.0000
EM|MTB21|48.352001|-107.056|770.2|Hinsdale, MT, USA|2009-08-31T20:06:04.0000|2009-09-15T21:05:55.0000
EM|MTB22|48.620998|-105.982002|881.1|Hellcreek, MT, USA|2018-08-20T02:11:04.0000|2018-09-12T16:52:35.0000
EM|MTB23|48.589001|-105.094002|768.2|Nemont, MT, US, MT, USA|2018-09-08T17:31:07.0000|2018-09-22T17:49:34.0000
EM|MTB24|48.534|-104.053001|620.8|Willow Creek, MT, USA|2018-09-19T22:14:12.0000|2018-09-30T19:19:20.0000
EM|MTC12|47.889|-115.454002|1020.0|Silver Butte, MT, USA|2008-08-25T02:05:07.0000|2008-09-19T21:34:11.0000
EM|MTC13|47.841999|-114.558998|887.3|Browns Meadow Rd, MT, USA|2008-08-24T00:13:12.0000|2008-09-30T22:12:01.0000
EM|MTC14|47.84|-113.429001|1228.8|Hungry Horse, MT, USA|2008-08-21T23:33:47.0000|2008-09-18T23:01:40.0000
EM|MTC15|47.744999|-112.507004|1381.0|Choteau, MT, USA|2008-08-07T21:37:30.0000|2008-09-16T18:02:54.0000
EM|MTC16|47.755001|-111.603996|1143.3|Power, MT, USA|2008-08-06T20:25:24.0000|2008-08-28T18:55:41.0000
EM|MTC17|47.729|-110.653|930.3|Clearwater Rd, MT, USA|2008-08-05T20:12:30.0000|2008-08-28T23:10:40.0000
EM|MTC18|47.756001|-109.693001|774.8|Judith Landing, MT, USA|2009-08-21T21:52:53.0000|2009-09-13T00:02:18.0000
EM|MTC19|47.757999|-108.764999|946.2|Hilger, MT, USA|2009-08-23T01:16:01.0000|2009-09-14T18:54:28.0000
EM|MTC20|47.755001|-108|834.4|Zortman, MT, USA|2009-08-22T23:54:15.0000|2009-09-14T22:50:17.0000
EM|MTC21|47.84|-106.877998|841.6|Fort Peck, MT, USA|2009-08-26T00:46:09.0000|2009-09-14T17:58:36.0000
EM|MTC22|47.792999|-105.878998|685.8|Lake Fort Peck, MT, USA|2018-10-09T21:20:04.0000|2018-11-05T18:53:50.0000
EM|MTC23|47.919998|-105.146004|701.2|Waters Reservoir, MT, USA|2018-09-25T18:58:15.0000|2018-10-16T04:52:56.0000
EM|MTC24|48.007|-104.242996|686.7|Sioux Pass, MT, USA|2018-09-26T20:07:50.0000|2018-10-16T03:09:40.0000
EM|MTD13|47.094002|-114.400002|1106.6|Remount, MT, USA|2008-08-13T01:09:09.0000|2008-09-10T21:26:28.0000
EM|MTD14|47.021|-113.402|1195.3|Blanchard, MT, USA|2008-08-14T22:08:33.0000|2008-09-28T20:21:33.0000
EM|MTD15|47.051998|-112.496002|1593.0|Alice Creek, MT, USA|2008-07-30T21:21:38.0000|2008-08-27T23:32:45.0000
EM|MTD16|47.034|-111.616997|1574.9|Adel Rd, MT, USA|2008-07-31T23:01:33.0000|2008-08-27T21:18:42.0000
EM|MTD17|47.123001|-110.525002|1550.4|Geyser, MT, USA|2008-07-31T22:54:48.0000|2008-09-29T16:52:31.0000
EM|MTD18|47.152|-109.821999|1172.6|Kolin, MT, USA|2009-08-09T21:43:35.0000|2009-09-12T18:33:09.0000
EM|MTD19|47.147999|-108.818001|1059.7|Grass Range, MT, USA|2009-08-09T22:28:12.0000|2009-08-30T18:06:11.0000
EM|MTD20|47.108002|-107.977997|834.1|Cat Creek, MT, USA|2009-08-14T01:41:05.0000|2009-09-13T10:37:29.0000
EM|MTD21|47.097|-106.856003|1013.8|Jordan, MT, USA|2009-08-13T22:37:23.0000|2009-09-13T21:01:46.0000
EM|MTD22|47.18|-106.068001|827.2|Last Chance, MT, USA|2018-09-21T19:40:55.0000|2018-10-04T17:34:54.0000
EM|MTD23|47.187|-105.157997|834.5|Malkuch Reservoir, MT, USA|2018-08-17T20:56:56.0000|2018-09-11T16:50:41.0000
EM|MTD24|47.23|-104.210999|739.5|Parson Creek, MT, USA|2018-09-04T18:31:57.0000|2018-09-17T21:17:18.0000
EM|MTE13|46.415001|-114.205002|1108.0|Victor, MT, USA|2008-08-11T22:55:57.0000|2008-10-02T17:05:59.0000
EM|MTE14|46.451|-113.334|1827.1|Henderson Creek, MT, USA|2008-07-21T21:23:20.0000|2008-08-14T18:25:45.0000
EM|MTE15|46.528|-112.518997|1840.8|Elliston, MT, USA|2008-07-24T01:25:11.0000|2008-08-14T22:40:47.0000
EM|MTE16|46.526001|-111.536003|1198.8|Confederate Gulch, MT, USA|2008-07-22T20:26:14.0000|2008-08-16T00:50:40.0000
EM|MTE17|46.580002|-110.670998|1816.9|Checkerboard, MT, USA|2008-07-24T20:32:57.0000|2008-08-22T20:21:00.0000
EM|MTE18|46.491001|-109.786003|1350.8|Nihill, MT, USA|2009-08-07T20:40:38.0000|2009-08-28T19:03:01.0000
EM|MTE19|46.506001|-108.775002|1121.1|Roundup, MT, USA|2009-08-12T22:45:47.0000|2009-09-02T17:10:53.0000
EM|MTE20|46.585999|-108.013|924.1|Musselshell, MT, USA|2009-08-10T21:12:58.0000|2009-09-19T20:25:30.0000
EM|MTE21|46.492001|-107.018997|834.4|Vananda, MT, USA|2009-08-09T02:45:02.0000|2009-08-30T21:43:43.0000
EM|MTE22|46.618999|-106.077003|828.8|Angela, MT, USA|2018-10-11T19:16:17.0000|2018-11-05T23:18:03.0000
EM|MTE23|46.651001|-105.189003|843.1|Flat Top, MT, USA|2018-09-23T20:18:28.0000|2018-10-04T20:36:29.0000
EM|MTE24|46.752998|-104.236|883.5|Beaver Creek, MT, USA|2018-08-11T20:47:40.0000|2018-08-23T22:31:23.0000
EM|MTF13|45.773998|-114.330002|1429.4|Two Creek Rd, MT, USA|2008-07-16T03:20:22.0000|2008-08-11T16:59:10.0000
EM|MTF14|45.869999|-113.362|1971.9|Mudd Creek, MT, USA|2008-07-16T21:49:54.0000|2008-08-10T02:08:29.0000
EM|MTF15|45.860001|-112.475998|2006.8|South Butte, MT, USA|2008-07-19T18:39:51.0000|2008-08-15T17:49:46.0000
EM|MTF16|45.803001|-111.598999|1359.5|Willow Creek, MT, USA|2008-07-12T22:04:12.0000|2008-08-04T20:37:32.0000
EM|MTF17|45.874001|-110.433998|1789.1|Rock Creek, MT, USA|2008-07-25T21:23:45.0000|2008-08-22T01:30:07.0000
EM|MTF18|45.786999|-109.679001|1166.0|Greycliff, MT, USA|2009-07-11T00:07:55.0000|2009-08-28T21:31:41.0000
EM|MTF19|45.84|-108.864998|1230.4|Laurel, MT, USA|2009-07-10T00:17:16.0000|2009-09-16T19:39:22.0000
EM|MTF20|45.797001|-108.049004|1057.8|Billings, MT, USA|2009-07-03T22:38:13.0000|2009-08-13T17:15:39.0000
EM|MTF21|45.879002|-107.177002|1029.2|Iron Spring, MT, USA|2009-07-31T21:45:22.0000|2009-09-18T23:56:11.0000
EM|MTF22|45.929001|-106.382004|865.3|Rosebud Creek, MT, USA|2018-10-13T19:09:48.0000|2018-11-06T05:48:57.0000
EM|MTF23|45.928001|-105.383003|885.1|Sand creek, MT, USA|2018-10-08T23:07:17.0000|2018-10-21T16:51:48.0000
EM|MTF24|46.061001|-104.481003|1052.6|Medicine Rocks, MT, USA|2018-10-03T18:24:41.0000|2018-10-24T23:13:34.0000
EM|MTG14|45.186001|-113.379997|2382.4|Bloody Dick Creek, MT, USA|2008-07-09T19:42:24.0000|2008-08-10T19:31:19.0000
EM|MTG15|45.178001|-112.524002|1761.9|Blacktail, MT, USA|2008-07-09T21:49:38.0000|2008-08-01T19:29:41.0000
EM|MTG16|45.249001|-111.614998|1781.5999755859375|Ennis, MT, USA|2008-07-10T22:26:18.0000|2008-08-09T17:20:22.0000
EM|MTG17|45.269001|-110.455002|1980.3|Mill Creek, MT, USA|2008-07-29T00:53:48.0000|2008-08-21T21:16:13.0000
EM|MTG18|45.306|-109.517998|1688.0|Rosco, MT, USA|2009-07-02T00:16:02.0000|2009-07-26T22:53:30.0000
EM|MTG19|45.188|-108.910004|1563.4|Bridger, MT, USA|2009-07-01T01:52:43.0000|2009-07-28T20:25:26.0000
EM|MTG20|45.181999|-108.233002|1429.6|Big Horn, MT, USA|2009-07-03T00:07:25.0000|2009-08-01T02:21:21.0000
EM|MTG22|45.403|-106.177002|1003.6|Drop Tube Reservoir, MT, USA|2018-10-02T20:56:03.0000|2018-10-13T22:03:54.0000
EM|MTG23|45.353001|-105.371002|1010.4|Little Powder River, MT, USA|2018-08-09T20:49:25.0000|2018-09-07T18:11:49.0000
EM|MTG24|45.312|-104.494003|1134.0|Finger Buttes, MT, USA|2018-10-05T21:10:16.0000|2018-10-14T19:20:37.0000
EM|MTH15|44.678001|-112.485001|1999.0|Red Rock River, MT, USA|2008-07-01T22:54:52.0000|2008-07-27T17:25:35.0000
EM|MTH16|44.605|-111.565002|2083.8|Lima, MT, USA|2008-07-01T23:07:23.0000|2008-07-27T19:36:58.0000
EM|NCS56|36.492001|-79.903|272.4|Buffalo Creek, NC, USA|2016-01-29T22:11:12.0000|2016-02-10T18:41:34.0000
EM|NCS57|36.43|-78.838997|202.3|Triple Springs, NC, USA|2016-01-12T22:13:21.0000|2016-01-27T05:28:03.0000
EM|NCS58|36.221|-78.058|70.7|Shocco Creek, NC, USA|2015-12-12T22:10:05.0000|2015-12-20T19:57:33.0000
EM|NCS59|36.226|-77.368|14.0|Roanoke River, NC, USA|2015-12-10T21:30:25.0000|2015-12-29T21:06:14.0000
EM|NCS60|35.960999|-76.403|-2.7|Bull Neck Swamp, NC, USA|2016-01-10T20:47:54.0000|2016-02-08T19:46:44.0000
EM|NCS61|35.863998|-75.956001|-3.1|Alligator River, NC, USA|2015-12-30T17:24:04.0000|2016-02-02T21:11:11.0000
EM|NCT54|36.15|-81.62|1163.2|WHITE ROCK, NC, USA|2015-11-15T21:02:35.0000|2015-11-20T17:45:23.0000
EM|NCT55|36.035|-80.912003|357.2|Butch Branch, NC, USA|2016-02-11T18:13:12.0000|2016-02-24T08:55:29.0000
EM|NCT57|35.807999|-79.336998|198.4|Terrells Creek, NC, USA|2016-02-09T19:34:11.0000|2016-02-23T23:37:37.0000
EM|NCT58|35.705002|-78.454002|57.6|Neuse River, NC, USA|2016-02-12T20:48:50.0000|2016-02-27T21:03:04.0000
EM|NCT59|35.633999|-77.688004|27.0|Contentnea Creek, NC, USA|2016-02-13T21:14:21.0000|2016-02-26T08:04:46.0000
EM|NCT60|35.473|-76.911003|14.4|Goose Creek, NC, USA|2016-01-06T19:46:51.0000|2016-01-28T15:54:44.0000
EM|NCU53|35.656|-82.442|863.1|Pisgah Forest, NC, USA|2015-10-21T21:27:01.0000|2015-12-06T19:32:00.0000
EM|NCU54|35.605|-81.759|806.7|South Mountains, NC, USA|2015-10-25T19:29:10.0000|2015-11-17T18:10:11.0000
EM|NCU55|35.461|-81.116|218.7|Leepers Creek, NC, USA|2015-10-22T16:37:06.0000|2015-11-23T12:14:28.0000
EM|NCU56|35.358002|-80.092003|154.8|Morrow Mountain, NC, USA|2016-01-12T18:41:46.0000|2016-02-17T16:29:10.0000
EM|NCU57|35.339|-79.478|131.2|Goodwin Forest, NC, USA|2015-12-09T17:44:53.0000|2016-01-06T15:45:28.0000
EM|NCU58|35.104|-78.711998|44.8|Big Creek, NC, USA|2016-02-16T20:38:23.0000|2016-02-28T15:42:18.0000
EM|NCU59|35.112999|-77.853996|27.3|Beaverdam Branch, NC, USA|2016-04-20T19:09:42.0000|2016-05-19T18:55:34.0000
EM|NCU60|34.984|-77.469|10.6|Hoffman Forest, NC, USA|2015-12-09T20:11:07.0000|2015-12-16T20:59:26.0000
EM|NCU61|34.896999|-76.362999|-0.1|Cedar Island, NC, USA|2015-12-29T16:22:48.0000|2016-01-16T21:46:30.0000
EM|NCV52|35.165|-83.61|1407.4|Nantahala Forest, NC, USA|2015-10-20T21:14:41.0000|2015-10-29T15:37:05.0000
EM|NCV58|34.470001|-78.959999|25.8|Lumber River, NC, USA|2016-01-08T22:30:47.0000|2016-01-29T16:30:56.0000
EM|NCV59|34.401|-78.114|-0.1|Cape Fear, NC, USA|2015-12-10T20:26:56.0000|2016-01-04T05:14:55.0000
EM|NCW59|33.958|-78.607002|7.7|Waccamaw River, NC, USA|2016-02-14T19:12:01.0000|2016-02-25T21:33:10.0000
EM|NDB25|48.560001|-103.032997|700.6|Big Meadow, ND, USA|2018-09-13T19:34:54.0000|2018-10-07T18:05:13.0000
EM|NDB26|48.598|-102.267|684.0|Christensen Slough, ND, USA|2017-08-31T20:32:04.0000|2017-09-20T17:03:55.0000
EM|NDB27|48.504002|-101.035004|457.8|St Olaf, ND, USA|2018-08-31T17:30:51.0000|2018-09-18T18:59:26.0000
EM|NDB28|48.516|-100.403|445.4|Clark Salyer, ND, USA|2017-08-05T18:16:21.0000|2017-09-08T19:47:21.0000
EM|NDB29|48.588|-99.199|458.6|Nikolaisen Pond, ND, USA|2017-09-18T18:26:25.0000|2017-10-12T19:19:58.0000
EM|NDB30|48.508|-98.232|494.9|Fairdale Slough, ND, USA|2017-09-10T21:00:04.0000|2017-10-05T05:51:06.0000
EM|NDB31|48.531|-97.322|248.8|North Salt Lake, ND, USA|2017-08-08T19:36:26.0000|2017-08-27T18:32:29.0000
EM|NDC25|47.987999|-103.227997|647.1|Demicks Lake, ND, USA|2018-10-09T20:01:51.0000|2018-10-23T23:59:06.0000
EM|NDC26|47.845001|-102.106003|657.3|Parshall SE, ND, USA|2018-10-20T00:17:54.0000|2018-11-04T21:55:21.0000
EM|NDC27|47.895|-101.421|560.1|Rush Lake, ND, USA|2017-08-19T18:08:25.0000|2017-09-09T12:49:34.0000
EM|NDC28|47.804|-100.325|493.0|Moorehead Lake, ND, USA|2017-09-01T19:51:53.0000|2017-09-28T23:18:19.0000
EM|NDC29|47.89|-99.34|469.5|Tweten Pond, ND, USA|2017-09-20T22:55:23.0000|2017-10-13T17:46:15.0000
EM|NDC30|47.938|-98.597|451.0|Lost Island, ND, USA|2017-09-19T17:13:37.0000|2017-10-22T21:50:46.0000
EM|NDC31|47.812|-97.346|290.0|Emerado Lake, ND, USA|2017-08-22T17:14:14.0000|2017-09-10T23:51:49.0000
EM|NDD25|47.287|-103.36|724.7|Scairt Woman Draw, ND, USA|2017-10-09T18:23:31.0000|2017-10-29T22:26:44.0000
EM|NDD26|47.256001|-102.410004|680.4|London Bridge, ND, USA|2018-07-02T23:03:47.0000|2018-07-16T17:11:41.0000
EM|NDD27|47.424|-101.443001|561.3|Garrison Dam, ND, USA|2018-10-10T20:11:23.0000|2018-11-04T18:38:51.0000
EM|NDD28|47.378|-100.501|576.0|New Johns Lake, ND, USA|2017-10-19T21:16:57.0000|2017-10-31T17:25:00.0000
EM|NDD29|47.27|-99.525|569.8|Vogel Pond, ND, USA|2017-09-15T21:19:34.0000|2017-10-06T20:15:04.0000
EM|NDD30|47.258|-98.844|457.4|Stutsman, ND, USA|2017-08-07T19:11:23.0000|2017-08-28T18:24:41.0000
EM|NDD31|47.338|-97.645|339.0|SALANDER MARSH, ND, USA|2017-09-07T18:29:27.0000|2017-09-16T22:58:29.0000
EM|NDE25|46.631001|-103.235001|861.7|Rocky Ridge, ND, USA|2018-07-27T21:28:31.0000|2018-08-09T17:03:24.0000
EM|NDE26|46.686001|-102.413002|746.3|Plum Creek, ND, USA|2018-06-27T18:39:19.0000|2018-07-22T17:32:34.0000
EM|NDE27|46.595|-101.63|645.4|Heart River, ND, USA|2017-10-20T18:52:22.0000|2017-10-27T05:57:27.0000
EM|NDE28|46.638|-100.592003|521.6|Maclean Bottoms, ND, USA|2018-06-17T19:39:15.0000|2018-07-03T22:17:22.0000
EM|NDE29|46.689999|-99.639999|607.8|Alkaline Lake, ND, USA|2018-10-11T19:33:59.0000|2018-10-26T16:20:22.0000
EM|NDE30|46.587|-98.854|504.6|Allison Pond, ND, USA|2017-08-29T18:10:06.0000|2017-09-21T22:19:19.0000
EM|NDE31|46.5|-97.866|398.9|Sheyenne River, ND, USA|2017-08-10T19:22:39.0000|2017-09-01T16:43:25.0000
EM|NDE32|46.517|-97.104|317.5|Viking Prairie, ND, USA|2017-08-23T18:15:36.0000|2017-09-12T15:47:35.0000
EM|NDF25|46.032|-103.495|818.5|North Winds, ND, USA|2017-10-03T11:00:00.0000|2017-11-05T18:35:35.0000
EM|NDF26|46.12|-102.498|780.6|Two Horses, ND, USA|2017-10-16T19:03:28.0000|2017-10-24T20:23:12.0000
EM|NDF27|46.074|-101.584|665.8|Cedar River, ND, USA|2017-08-24T21:36:11.0000|2017-09-15T10:13:44.0000
EM|NDF28|46.035|-100.753|567.1|Four Mile Creek, ND, USA|2017-10-07T19:30:08.0000|2017-10-30T18:46:58.0000
EM|NDF29|45.986|-99.962|596.4|Hague, ND, USA|2017-10-14T18:54:34.0000|2017-11-04T17:03:58.0000
EM|NDF30|45.997|-98.935|647.2|Lazy M, ND, USA|2017-08-30T19:33:53.0000|2017-09-29T20:48:06.0000
EM|NDF31|45.937|-98.137001|388.1|Hyatt Slough, ND, USA|2018-06-19T21:31:49.0000|2018-07-03T18:03:37.0000
EM|NDF32|45.95|-97.083|366.4|Podhola Pond, ND, USA|2017-09-06T18:14:02.0000|2017-09-29T17:31:26.0000
EM|NEK25|42.896999|-103.892998|1195.8|Squaw Creek, NE, USA|2018-04-28T21:58:47.0000|2018-05-16T19:44:01.0000
EM|NEK26|42.755001|-102.991997|1161.6|Chadron Creek, NE, USA|2018-04-25T21:34:10.0000|2018-05-13T17:32:17.0000
EM|NEK27|42.925999|-102.036003|1066.4|Shell Lake, NE, USA|2018-04-29T21:00:21.0000|2018-05-18T18:15:00.0000
EM|NEK28|42.778|-101.162003|921.3|Medicine Creek, NE, USA|2018-05-07T21:45:56.0000|2018-05-21T21:27:47.0000
EM|NEK29|42.887001|-100.445|772.2|Fort Niobrara, NE, USA|2018-05-02T19:37:21.0000|2018-05-25T16:43:48.0000
EM|NEK30|42.778999|-99.706001|740.4|Thomas Creek, NE, USA|2018-05-01T20:35:38.0000|2018-05-13T17:54:22.0000
EM|NEK31|42.742001|-98.718002|544.0|Turkey Creek, NE, USA|2018-04-28T18:38:05.0000|2018-05-12T16:16:36.0000
EM|NEK32|42.708|-97.968002|489.0|NEK32, NE, USA|2018-04-29T19:52:25.0000|2018-05-12T20:49:56.0000
EM|NEK33|42.629002|-96.921997|411.3|Buckskin Hills, NE, USA|2013-04-26T17:36:00.0000|2013-05-27T16:32:13.0000
EM|NEL25|42.264|-103.917999|1421.6|Agate, NE, USA|2018-05-17T20:45:07.0000|2018-05-30T22:46:15.0000
EM|NEL26|42.209|-103.106003|1274.5|Frost Reservoir, NE, USA|2018-04-27T19:49:02.0000|2018-05-16T16:50:51.0000
EM|NEL27|42.321999|-102.345001|1191.9|Green Lake, NE, USA|2018-05-02T19:00:58.0000|2018-05-20T23:30:49.0000
EM|NEL28|42.271|-101.463997|1088.3|Sunflower Lake, NE, USA|2018-05-09T20:40:24.0000|2018-05-24T21:52:08.0000
EM|NEL29|42.299999|-100.612|875.8|Duck Lake, NE, USA|2018-05-15T19:29:42.0000|2018-05-29T13:44:00.0000
EM|NEL30|42.189999|-99.606003|767.6|Seier Wildlife  Refuge, NE, USA|2018-05-06T23:25:05.0000|2018-05-21T16:40:48.0000
EM|NEL31|42.188999|-98.877998|660.9|Elkhorn River, NE, USA|2018-06-10T19:58:12.0000|2018-06-29T16:58:20.0000
EM|NEL32|42.277|-98.193001|609.9|Elkhorn River, NE, USA|2018-04-21T21:22:30.0000|2018-05-13T00:58:36.0000
EM|NEL33|41.994999|-97.235001|488.3|Maskenthine Lake, NE, USA|2013-04-27T20:04:01.0000|2013-05-12T20:05:28.0000
EM|NEL34|42.08|-96.448|442.0|Blackbird Creek, NE, USA|2012-10-31T16:05:47.0000|2012-11-12T21:27:43.0000
EM|NEM26|41.615002|-103.204002|1184.4|Courthouse and Jail Rock, NE, USA|2018-05-06T19:34:05.0000|2018-05-17T00:26:04.0000
EM|NEM27|41.726002|-102.389|1161.8|Crescent Lake, NE, USA|2018-04-30T20:09:04.0000|2018-05-20T19:05:03.0000
EM|NEM28|41.634998|-101.594002|1119.6|Lightning Valley, NE, USA|2018-06-13T19:00:33.0000|2018-07-15T19:37:45.0000
EM|NEM29|41.716|-100.765999|958.4|Cedar Top Ranch, NE, USA|2018-05-07T18:58:23.0000|2018-05-20T15:59:05.0000
EM|NEM30|41.581001|-99.677002|791.0|Dry Creek, NE, USA|2018-04-25T19:37:40.0000|2018-05-15T19:16:13.0000
EM|NEM31|41.537998|-99.171997|736.4|Lone Star, NE, USA|2018-04-22T19:23:59.0000|2018-05-11T17:28:30.0000
EM|NEM32|41.487999|-98.300003|604.1|Dino Park, NE, USA|2018-04-26T21:33:33.0000|2018-05-17T18:23:31.0000
EM|NEM33|41.502998|-97.473|459.4|Shell Creek, NE, USA|2013-04-26T17:34:24.0000|2013-05-06T17:05:30.0000
EM|NEM34|41.424999|-96.693001|343.9|Platte River, NE, USA|2013-04-28T17:53:33.0000|2013-05-20T17:09:53.0000
EM|NEN28|41.056|-101.615997|1028.5|St John Church, NE, USA|2018-04-26T18:46:10.0000|2018-05-16T17:22:08.0000
EM|NEN29|40.973|-100.924004|948.3|Nowell Flats, NE, USA|2018-04-25T19:08:56.0000|2018-05-16T20:19:53.0000
EM|NEN30|41.015999|-99.952003|844.1|Roten Valley, NE, USA|2018-05-23T18:22:50.0000|2018-06-05T20:55:21.0000
EM|NEN31|40.924|-99.274002|698.7|Deer Creek, NE, USA|2018-05-10T20:52:52.0000|2018-06-05T16:51:20.0000
EM|NEN32|40.771|-98.475998|585.4|South Platte River, NE, USA|2018-04-23T19:40:34.0000|2018-05-12T17:04:18.0000
EM|NEN33|40.803001|-97.723999|513.5|Kirkpatrick Basin, NE, USA|2013-04-21T17:52:34.0000|2013-05-26T17:53:05.0000
EM|NEN34|40.862|-96.888|388.9|Pawnee Lake, NE, USA|2013-04-24T18:20:25.0000|2013-06-14T13:30:13.0000
EM|NEN35|40.869999|-95.860001|340.0|Rakes Creek, NE, USA|2013-04-28T17:49:11.0000|2013-05-11T15:41:18.0000
EM|NEO28|40.429001|-101.614998|964.2|Frenchman Creek, NE, USA|2018-06-01T20:16:53.0000|2018-06-14T18:05:17.0000
EM|NEO29|40.391998|-100.761002|788.4|Red Willow Creek, NE, USA|2018-05-31T18:54:42.0000|2018-06-13T08:08:43.0000
EM|NEO30|40.393002|-100.212997|739.0|Harry Strunk Lake, NE, USA|2018-05-30T20:25:40.0000|2018-06-12T18:16:19.0000
EM|NEO31|40.316002|-99.236|686.2|South Sacramento WMA, NE, USA|2018-11-01T18:31:55.0000|2018-11-10T17:45:59.0000
EM|NEO33|40.219002|-97.705002|462.2|Blue Creek River, NE, USA|2013-04-23T18:41:00.0000|2013-05-03T18:06:25.0000
EM|NEO34|40.236|-96.888|431.2|Cub Creek, NE, USA|2013-04-24T18:42:18.0000|2013-05-05T17:17:32.0000
EM|NEO35|40.319|-96.124001|369.0|Nemaha River, NE, USA|2013-04-25T20:10:47.0000|2013-05-05T14:48:01.0000
EM|NHC60|45.157|-71.185|587.0|Connecticut Lakes, NH, USA|2017-05-04T18:49:30.0000|2017-05-22T21:23:10.0000
EM|NHD60|44.564|-71.499|453.2|Cape Horn, NH, USA|2017-05-03T20:10:41.0000|2017-05-26T08:58:49.0000
EM|NHE60|44.089|-71.936|417.4|Black Mountain Forest, NH, USA|2017-05-03T15:53:34.0000|2017-05-22T03:32:33.0000
EM|NHE61|43.839001|-71.169998|160.5|Ossipee Pine Barrens, NH, USA|2016-10-21T03:10:10.0000|2016-11-06T17:53:26.0000
EM|NHF61|43.377998|-71.461998|180.6|Shaker Forest, NH, USA|2016-10-27T20:31:28.0000|2016-11-09T15:55:30.0000
EM|NHG61|42.743|-71.828003|377.0|Marshall Forest, NH, USA|2016-10-28T18:55:16.0000|2016-11-09T19:03:57.0000
EM|NJK59|40.896|-74.936996|212.6|Jenny Jump Forest, NJ, USA|2016-10-08T20:53:32.0000|2016-10-16T15:44:50.0000
EM|NJL60|40.069|-74.426003|37.8|Colliers Mill, NJ, USA|2016-09-02T18:00:00.0000|2016-09-26T14:44:04.0000
EM|NJM60|39.506001|-74.769997|-16.9|Lake Lenape, NJ, USA|2016-07-20T18:44:00.0000|2016-08-11T09:44:34.0000
EM|NJN60|38.955002|-74.960999|0.6|Colliers Mills, NJ, USA|2016-09-01T19:18:05.0000|2016-10-22T16:41:48.0000
EM|NVM07|41.389|-119.170998|1391.6|Solider Creek, NV, USA|2010-11-06T20:32:36.0000|2010-12-07T20:52:16.0000
EM|NVM07|41.388|-119.170998|1395.7|Soldier Meadows, NV, USA|2011-05-14T20:20:48.0000|2011-06-30T18:20:44.0000
EM|NVM08|41.551998|-118.414001|1250.1|Quinn River, NV, USA|2010-10-16T00:04:44.0000|2010-11-16T19:24:38.0000
EM|NVM09|41.57|-117.546997|1506.0|Solid Silver Creek, NV, USA|2010-11-05T19:46:55.0000|2010-12-06T19:22:42.0000
EM|NVM10|41.466999|-116.592003|1727.5|Soldier Creek, NV, USA|2010-09-15T18:03:05.0000|2010-10-16T17:36:44.0000
EM|NVM11|41.465|-115.782997|1903.7|Dorsey Creek, NV, USA|2010-09-16T01:00:01.0000|2010-11-11T17:57:35.0000
EM|NVM11|41.465|-115.782997|1900.0|Dorsey Creek, NV, USA|2011-05-17T18:57:47.0000|2011-06-15T17:18:52.0000
EM|NVM12|41.373001|-114.899002|1922.0|Loomis Creek, NV, USA|2010-09-17T00:32:39.0000|2010-11-11T22:15:41.0000
EM|NVM13|41.422001|-114.121002|1589.4|Tecoma Valley, NV, USA|2010-09-16T22:43:20.0000|2010-10-28T18:58:59.0000
EM|NVN07|40.810001|-119.318001|1204.8|Hualapi, NV, USA|2010-10-27T20:23:49.0000|2010-11-17T18:18:52.0000
EM|NVN07|40.810001|-119.318001|1069.6|Hualapa, NV, USA|2011-04-30T16:16:57.0000|2011-06-01T16:58:05.0000
EM|NVN08|40.842999|-118.283997|1303.0|Coal Canyon, NV, USA|2010-10-25T18:53:37.0000|2010-11-16T16:38:13.0000
EM|NVN09|40.794998|-117.417999|1382.4|Pumpernickel Valley, NV, USA|2010-09-13T20:06:22.0000|2010-12-11T16:58:37.0000
EM|NVN09|40.794998|-117.417999|1382.3|Pumpernickel Valley, NV, USA|2011-05-16T20:07:19.0000|2011-06-29T18:39:27.0000
EM|NVN10|40.827999|-116.578003|1430.7|Rock Creek, NV, USA|2010-10-29T20:19:16.0000|2010-12-03T20:33:01.0000
EM|NVN11|40.813999|-115.948997|1859.7|Adobe Range, NV, USA|2011-05-18T18:46:30.0000|2011-08-03T16:47:36.0000
